job_title_clean,salary_target,experience_years_clean,location_clean,work_mode_clean,level_clean
embedded software engineer,50000.0,3.0,Greater Cairo,Hybrid,Unknown
full stack software engineer,25000.0,2.0,Greater Cairo,Hybrid,Unknown
java developer,40000.0,4.0,Greater Cairo,Remote,Unknown
javascript developer,24000.0,1.0,Greater Cairo,On-Site,Unknown
machine learning engineer,4000.0,4.0,"Toronto, Canada",Remote,Unknown
penetration tester,15000.0,1.0,Greater Cairo,Hybrid,Unknown
nodejs developer,7000.0,1.0,Greater Cairo,Hybrid,Unknown
project manager,61000.0,10.0,Greater Cairo,On-Site,Lead/Manager
data analyst,35000.0,4.0,Greater Cairo,On-Site,Unknown
oracle apex developer,9500.0,1.0,Greater Cairo,On-Site,Unknown
kg teacher,1800.0,1.0,Sadat City,On-Site,Unknown
teacher assistant,10000.0,0.5,Greater Cairo,On-Site,Unknown
digital marketing,2000.0,1.0,Tanta,On-Site,Unknown
english teacher,2500.0,0.0,Greater Cairo,On-Site,Unknown
. net developer,15000.0,0.9,Greater Cairo,On-Site,Unknown
nlp/ml engineer,200000.0,4.0,Usa,Remote,Unknown
.n,3500.0,0.0,Unknown,On-Site,Unknown
full stack developer,122000.0,3.0,Unknown,Hybrid,Unknown
accounting manager,20000.0,3.0,Alexandria,On-Site,Lead/Manager
software business analyst,28.0,1.0,Greater Cairo,Remote,Unknown
php developer,6000.0,1.0,Alexandria,On-Site,Unknown
bi engineer,14000.0,0.3,Greater Cairo,On-Site,Unknown
coding instructor,8000.0,0.3,Greater Cairo,Remote,Unknown
frontend developer,10000.0,2.0,6 Of October,On-Site,Unknown
civil procurement engineer,25000.0,5.0,Greater Cairo,On-Site,Unknown
medical representative,6000.0,1.0,Alexandria,On-Site,Unknown
mechanical quality control engineer,28300.0,10.5,Greater Cairo,On-Site,Unknown
accountant,8500.0,1.4,10Th Of Ramadan,On-Site,Unknown
full stack,150000.0,2.0,Greater Cairo,Hybrid,Unknown
php pty js laravel ajax sql db html css,35000.0,12.0,Hjdth,Unknown,Unknown
technical director,40.0,19.0,Alexandria,Hybrid,Unknown
backend developer,20000.0,2.0,Makram,On-Site,Unknown
pharmacist,4000.0,5.0,Mansoura,Hybrid,Unknown
angular developer,75000.0,4.0,Mersin,Hybrid,Unknown
frontend intern,15000.0,0.6,Unknown,On-Site,Unknown
hr clerk,6000.0,1.0,Unknown,On-Site,Unknown
wordpress developer,25000.0,3.0,Greater Cairo,On-Site,Unknown
developer,20000.0,4.0,Greater Cairo,On-Site,Unknown
software tester,32500.0,2.0,Greater Cairo,Hybrid,Unknown
frontend developer,6000.0,3.0,Alexandria,On-Site,Unknown
laptop maintenance,6000.0,23.0,Mansoura,On-Site,Unknown
php developer,6000.0,0.0,Unknown,On-Site,Unknown
physical security manager,42000.0,20.0,Greater Cairo,On-Site,Lead/Manager
full stack .net developer,17000.0,1.0,Mansoura,Hybrid,Unknown
مدير مالي,170000.0,10.0,بريدة,On-Site,Unknown
devops & linux,30000.0,5.0,Unknown,On-Site,Unknown
oracle hcm functional consultant,13000.0,0.3,Greater Cairo,Hybrid,Unknown
accountant,18000.0,10.0,Greater Cairo,On-Site,Unknown
power bi developer,65000.0,2.0,Dubai,Hybrid,Unknown
integration engineer/middleware developer,20000.0,1.0,Smart Village,Unknown,Unknown
performance analyst,19000.0,1.0,Greater Cairo,Hybrid,Unknown
.net developer,36000.0,4.0,Greater Cairo,Hybrid,Unknown
devops engineer,12000.0,1.0,Greater Cairo,On-Site,Unknown
marketing executive,15000.0,2.0,Greater Cairo,On-Site,Unknown
ibm bpm developer,18000.0,2.0,Greater Cairo,Hybrid,Unknown
it application support specialist,20000.0,6.0,Greater Cairo,On-Site,Unknown
application support engineer,12000.0,5.0,Greater Cairo,Remote,Unknown
budget and reporting manager,49000.0,14.0,Greater Cairo,On-Site,Lead/Manager
social media specialist,2750.0,1.0,Benha,On-Site,Unknown
php developer,5000.0,0.0,Greater Cairo,On-Site,Unknown
banker,7500.0,2.0,Alexandria,On-Site,Unknown
interior designer,12500.0,1.5,Greater Cairo,On-Site,Unknown
software resting level 2,24000.0,3.0,Greater Cairo,Hybrid,Unknown
it specialist,10000.0,4.0,Greater Cairo,Hybrid,Unknown
seo specialist,4000.0,2.0,Unknown,On-Site,Unknown
international account advisor,25000.0,4.5,Germany,Remote,Unknown
flutter developer,8000.0,0.6000000000000001,Greater Cairo,Hybrid,Unknown
asp.net backend developer,4500.0,0.0,Mansoura,On-Site,Unknown
gis and survey,5000.0,0.0,Greater Cairo,On-Site,Unknown
german customer service,22000.0,0.0,Alexandria,Hybrid,Unknown
accountant,6000.0,2.0,Kfs,Unknown,Unknown
backend developer,70000.0,4.0,Greater Cairo,Hybrid,Unknown
po,2500.0,0.0,Gada,On-Site,Unknown
software engineer,100000.0,4.0,Greater Cairo,Hybrid,Unknown
mid data engineer,46000.0,2.0,London,Remote,Unknown
web,5000.0,0.0,Greater Cairo,On-Site,Unknown
data engineer,145000.0,3.0,Newyork,Remote,Unknown
systems engineer,9000.0,0.9,Greater Cairo,On-Site,Unknown
architect,8000.0,0.0,Greater Cairo,On-Site,Unknown
graphic designer,7000.0,1.0,Greater Cairo,Remote,Unknown
teaching assistant architecture,7400.0,6.0,Alexandria,On-Site,Unknown
frontend,70000.0,0.0,Unknown,On-Site,Unknown
bi developer,30000.0,3.0,Greater Cairo,Hybrid,Unknown
full stack(.net+ angular),15000.0,1.5,Greater Cairo,Remote,Unknown
react developer,10000.0,2.0,Alexandria,Remote,Unknown
medical analyst specialist,1800.0,6.0,Elmahalla Elkoubra,Unknown,Unknown
devops engineer,60000.0,2.0,Greater Cairo,Remote,Unknown
medical representative,10000.0,1.0,Alexandria,On-Site,Unknown
homeroom teacher,13000.0,8.0,Greater Cairo,On-Site,Unknown
medical representative,4500.0,0.0,Luxor,On-Site,Unknown
accountant,25000.0,9.0,Dubai,Remote,Unknown
java software engineer,70.0,2.0,Greater Cairo,Hybrid,Unknown
application support engineer,23000.0,5.0,Greater Cairo,On-Site,Unknown
engineer,30000.0,9.0,Unknown,On-Site,Unknown
quality control chemist at pharmaceutical company,5000.0,7.0,Alexandria,On-Site,Unknown
devops engineer,34000.0,2.0,Greater Cairo,Remote,Unknown
quality assurance engineer,11000.0,3.0,Greater Cairo,On-Site,Unknown
engineer,30000.0,4.0,Greater Cairo,On-Site,Unknown
android developer,100000.0,2.0,Saudi Arabia,Hybrid,Unknown
web developer,10000.0,1.5,Greater Cairo,Hybrid,Unknown
application support lead,37000.0,11.0,Greater Cairo,Hybrid,Lead/Manager
data analyst,30000.0,1.5,Greater Cairo,Hybrid,Unknown
site engineer,14000.0,6.0,New Administrative Capital,On-Site,Unknown
android developer,23000.0,3.0,Greater Cairo,Hybrid,Unknown
laravel,3000.0,0.2,Greater Cairo,Remote,Unknown
data engineer,286000.0,5.0,Riyadh,On-Site,Unknown
marketing director,117250.0,5.0,Jeddah,Remote,Unknown
backend developer,10000.0,1.0,Greater Cairo,On-Site,Unknown
android developer,60000.0,5.0,Greater Cairo,Remote,Unknown
full stack developer react and node,12000.0,1.0,Us,Remote,Unknown
site manager,12584.0,10.0,Greater Cairo,On-Site,Lead/Manager
lead,60000.0,9.0,Greater Cairo,Hybrid,Lead/Manager
data engineer,36000.0,3.0,Greater Cairo,Hybrid,Unknown
teaching assistant,8000.0,0.5,Greater Cairo,On-Site,Unknown
application support officer,15700.0,2.0,Madinaty,On-Site,Unknown
android developer,20000.0,4.0,Alexandria,On-Site,Unknown
community pharmacist,7000.0,2.6,Greater Cairo,On-Site,Unknown
seo specialist,5000.0,2.0,Mansoura,On-Site,Unknown
software engineer,10000.0,2.0,Unknown,On-Site,Unknown
business applications support team leader,18000.0,7.0,Alexandria,On-Site,Lead/Manager
accountant,12000.0,7.0,Greater Cairo,On-Site,Unknown
coordinator,4500.0,2.0,Usa,On-Site,Unknown
copywriter,25000.0,5.0,Greater Cairo,On-Site,Unknown
business applications support engineer,12700.0,1.0,Greater Cairo,On-Site,Unknown
cabin crew,25000.0,23.0,London,On-Site,Unknown
teacher assistant,8000.0,0.0,Greater Cairo,On-Site,Unknown
hrms specialist,21000.0,2.0,Greater Cairo,On-Site,Unknown
graphic designer,6000.0,3.0,Greater Cairo,On-Site,Unknown
ecu hardware design engineer,14500.0,4.0,Greater Cairo,Hybrid,Unknown
interior designer,10000.0,1.0,Greater Cairo,Remote,Unknown
wealth manager cib,15000.0,3.0,Greater Cairo,On-Site,Lead/Manager
full-stack engineer,15000.0,2.0,Unknown,Remote,Unknown
business analyst,45000.0,4.0,Greater Cairo,Remote,Unknown
python developer,35000.0,1.0,Mansoura,Hybrid,Unknown
qc qa mechanical engineer,20000.0,8.0,Greater Cairo,On-Site,Unknown
frontend (react developer),15500.0,3.0,Greater Cairo,Remote,Unknown
data science & analytics,3000.0,0.8,Greater Cairo,Hybrid,Unknown
quality inspector,4500.0,1.5,Port Said,On-Site,Unknown
blockchain developer (web3),420000.0,9.0,New York,Remote,Unknown
bancassurance,5000.0,2.5,Unknown,Hybrid,Unknown
react.js developer,17500.0,1.0,Unknown,Remote,Unknown
application support,16800.0,2.0,Greater Cairo,On-Site,Unknown
frontend developer,150000.0,5.0,Riyadh,Hybrid,Unknown
data scientist,7000.0,1.0,Greater Cairo,Hybrid,Unknown
software engineer,25000.0,1.0,Greater Cairo,Remote,Unknown
rust backend developer,8000.0,0.3,Greater Cairo,Remote,Unknown
application support specialist,17550.0,1.0,Greater Cairo,Hybrid,Unknown
oracle technical consultant,13000.0,0.2,Jeddah,Remote,Unknown
general accountan,9300.0,3.0,Unknown,On-Site,Unknown
linux system administrator,5000.0,1.0,Unknown,On-Site,Unknown
php backend developer,5000.0,1.0,6 October,Remote,Unknown
application support engineer,15000.0,2.0,Greater Cairo,On-Site,Unknown
accountant,8000.0,3.0,Greater Cairo,On-Site,Unknown
data analyst,17000.0,1.0,Greater Cairo,Hybrid,Unknown
technical support engineer,14500.0,7.0,Greater Cairo,On-Site,Unknown
outsystems developer,53000.0,6.0,Greater Cairo,On-Site,Unknown
full stack java,22000.0,6.0,Greater Cairo,Hybrid,Unknown
full stack,175000.0,24.0,Greater Cairo,Remote,Unknown
english teacher at international school,14000.0,4.0,Greater Cairo,On-Site,Unknown
graphic designer,8000.0,2.0,Greater Cairo,On-Site,Unknown
mechanical engineer,12000.0,4.0,Nasr City,Hybrid,Unknown
mern stack developer,7500.0,0.6000000000000001,Greater Cairo,On-Site,Unknown
graphic designer,25000.0,6.0,Riyadh,Remote,Unknown
php developer,125000.0,11.0,Dubai,Remote,Unknown
full stack node js developer,8000.0,1.0,Greater Cairo,Remote,Unknown
data management engineer,10000.0,3.0,Greater Cairo,On-Site,Unknown
quality architect,20000.0,5.0,Elgouna,On-Site,Unknown
flutter developer,60000.0,3.0,Greater Cairo,Hybrid,Unknown
android developer,12000.0,2.5,"Riyadh, Saudi Arabia",Remote,Unknown
full stack .net developer,10000.0,1.0,Greater Cairo,On-Site,Unknown
full-stack developer,14000.0,1.0,Greater Cairo,On-Site,Unknown
database administrator,12000.0,1.0,Greater Cairo,On-Site,Unknown
android developer,30000.0,2.5,"Riyadh, Saudi Arabia",Remote,Unknown
frontend developer react js,500.0,2.0,Saudi,Remote,Unknown
mern full stack developer,28000.0,3.0,Greater Cairo,On-Site,Unknown
art instructor,7000.0,6.0,Greater Cairo,On-Site,Unknown
backend developer,25000.0,1.0,Unknown,Remote,Unknown
oracle fusion administrator,11500.0,2.5,Alexandria,On-Site,Unknown
gis developer,10000.0,3.0,Unknown,Remote,Unknown
backend developer (ruby on rails),26000.0,2.0,Unknown,Remote,Unknown
technical support,13000.0,4.0,Dubai,Hybrid,Unknown
jr java developer,13000.0,2.0,Greater Cairo,On-Site,Junior
technical support engineer (software),10000.0,3.0,Greater Cairo,Remote,Unknown
embedded software engineer,13000.0,1.0,Greater Cairo,Hybrid,Unknown
data analyst,52500.0,2.0,Greater Cairo,Hybrid,Unknown
software development engineer,40000.0,0.0,Greater Cairo,Hybrid,Unknown
system engineer,30000.0,5.0,Greater Cairo,Hybrid,Unknown
frontend developer,10000.0,2.0,Greater Cairo,Remote,Unknown
android developer,60000.0,5.0,Unknown,Remote,Unknown
ai engineer,25000.0,5.0,Greater Cairo,Hybrid,Unknown
logistics specialist,7000.0,4.0,Alexandria,On-Site,Unknown
software engineer,28000.0,2.0,Riyad,Remote,Unknown
java full stack developer,11000.0,0.6,Greater Cairo,Hybrid,Unknown
food,3000.0,0.0,Greater Cairo,Hybrid,Unknown
software quality assurance engineer,550.0,0.3,"Amman,Jordan",On-Site,Unknown
community pharmacist,3900.0,2.0,Alexandria,On-Site,Unknown
bi developer,33000.0,6.0,Greater Cairo,Remote,Unknown
nurse,250000.0,1.0,Usa,On-Site,Unknown
frontend developer,14000.0,0.5,Unknown,Remote,Unknown
it super visor,8000.0,12.0,Greater Cairo,On-Site,Unknown
full stack developer (mern) + react native,16000.0,3.0,6 Of October,Hybrid,Unknown
assoc software engineer,24600.0,1.5,Greater Cairo,Hybrid,Unknown
automation engineer,660000.0,10.0,Copenhagen,Hybrid,Unknown
oracle consultant,10000.0,2.0,Greater Cairo,On-Site,Unknown
civil engineer,8000.0,6.0,Mansoura,On-Site,Unknown
full stack developer,12000.0,2.0,Greater Cairo,Hybrid,Unknown
geologist,7000.0,0.6000000000000001,Egypt,On-Site,Unknown
customer service agent,10000.0,1.0,Greater Cairo,Hybrid,Unknown
react software engineer,20000.0,1.0,Greater Cairo,Hybrid,Unknown
sales & social media marketing specialist,3800.0,3.0,Alexandria,On-Site,Unknown
application support specialist,15000.0,1.0,Greater Cairo,On-Site,Unknown
gis frontend developer,12000.0,3.5,Greater Cairo,Remote,Unknown
medical representative,10000.0,5.0,Greater Cairo,Hybrid,Unknown
data analyst,17500.0,1.0,Unknown,Hybrid,Unknown
programmer,75000.0,3.0,Greater Cairo,Remote,Unknown
software engineer,11000.0,2.0,"Egypt , Smart Village",On-Site,Unknown
approval manager,40000.0,8.0,Greater Cairo,On-Site,Lead/Manager
ux ui designer,15000.0,1.0,Dubai,On-Site,Unknown
ui/ux designer,7000.0,1.0,Greater Cairo,On-Site,Unknown
data modeler,25000.0,4.0,Unknown,Hybrid,Unknown
embedded developer,35000.0,10.0,Greater Cairo,Hybrid,Unknown
backend,17500.0,0.3,Unknown,Remote,Unknown
data analyst,10000.0,1.0,Greater Cairo,On-Site,Unknown
siebel developer,12000.0,1.5,Greater Cairo,On-Site,Unknown
system integration developer,20000.0,2.0,Greater Cairo,On-Site,Unknown
devops,60000.0,3.0,Greater Cairo,Hybrid,Unknown
mechanical site engineer,30000.0,8.0,Assiut,On-Site,Unknown
javascript developer,30000.0,3.0,Unknown,On-Site,Unknown
oracle developer,24000.0,3.0,Greater Cairo,On-Site,Unknown
oracle developer,52000.0,2.5,Unknown,Remote,Unknown
software engineer,12000.0,0.0,Greater Cairo,Hybrid,Unknown
data analyst,6000.0,1.0,Greater Cairo,On-Site,Unknown
"full-stack engineer(spring, react)",11000.0,1.0,Unknown,Hybrid,Unknown
account manager,20000.0,5.0,Dubai,Remote,Lead/Manager
real estate graphic designer,12500.0,0.0,Greater Cairo,On-Site,Unknown
network engineer,43000.0,10.0,Greater Cairo,On-Site,Unknown
logistics coordinator,4000.0,0.5,Greater Cairo,Hybrid,Unknown
qc chemist,6000.0,3.0,Alexandria,On-Site,Unknown
frontend angular,7300.0,2.5,Greater Cairo,On-Site,Unknown
software developer,7000.0,0.0,Greater Cairo,On-Site,Unknown
machine learning engineer,15000.0,0.0,Greater Cairo,Hybrid,Unknown
frontend developer,27000.0,2.0,Greater Cairo,On-Site,Unknown
java developer,14000.0,2.0,Alexandria,On-Site,Unknown
backend developer,85000.0,4.0,Unknown,Remote,Unknown
frontend engineer,14500.0,0.0,Greater Cairo,Hybrid,Unknown
django backend developer,32500.0,1.0,Greater Cairo,Hybrid,Unknown
dermatologist,20000.0,1.0,Greater Cairo,On-Site,Unknown
.net developer,12000.0,0.8,Greater Cairo,Hybrid,Unknown
application support,17000.0,1.5,Greater Cairo,Hybrid,Unknown
english instructor,14000.0,3.0,Greater Cairo,Remote,Unknown
projects engineer,8000.0,1.0,Greater Cairo,On-Site,Unknown
clinical information solutions specialist,26000.0,12.0,Greater Cairo,Hybrid,Unknown
asp.net corr developer,10000.0,0.0,Greater Cairo,On-Site,Unknown
node.js backend developer,15000.0,1.0,Greater Cairo,Remote,Unknown
.net developer,15000.0,1.0,Greater Cairo,Hybrid,Unknown
java developer,12250.0,1.0,Alexandria,On-Site,Unknown
frontend developer,20000.0,1.0,Greater Cairo,On-Site,Unknown
soc analyst,14500.0,2.0,Greater Cairo,On-Site,Unknown
.net developer,12000.0,1.3,Greater Cairo,Remote,Unknown
interior designer / architecture,6000.0,1.0,"Saudi Arabia,  Najran",Remote,Unknown
ios developer,70000.0,7.0,Jeddah,Remote,Unknown
operation analyst,12000.0,4.0,Greater Cairo,On-Site,Unknown
application support linux and application functionality,20000.0,4.0,Greater Cairo,On-Site,Unknown
frontend engineer,20000.0,2.0,Greater Cairo,Remote,Unknown
sales,10000.0,12.0,Greater Cairo,On-Site,Unknown
team lead,51000.0,7.0,Greater Cairo,Hybrid,Lead/Manager
full stack .net developer,12000.0,1.0,Kuwait,Remote,Unknown
flutter developer,8000.0,0.3,Mansoura,On-Site,Unknown
computer vision engineer,20000.0,2.0,Greater Cairo,Remote,Unknown
data engineer,22000.0,1.5,Greater Cairo,Hybrid,Unknown
sales man in an electrical appliances store,7000.0,3.0,Greater Cairo,On-Site,Unknown
architect,7500.0,1.5,Dubai,On-Site,Unknown
application support,30000.0,16.0,Unknown,On-Site,Unknown
cybersecurity engineer,35000.0,3.0,Greater Cairo,Hybrid,Unknown
full stack developer,14000.0,0.5,Greater Cairo,Remote,Unknown
interior designer,3000.0,2.0,Damanhour,On-Site,Unknown
odoo implementer,10000.0,1.0,Greater Cairo,On-Site,Unknown
data analyst,33000.0,4.5,Greater Cairo,Hybrid,Unknown
php developer,29000.0,2.0,Greater Cairo,On-Site,Unknown
customer service manager,9000.0,4.0,Tanta,Unknown,Lead/Manager
graphic designer,5000.0,4.0,Alexandria,On-Site,Unknown
.net developer,60000.0,4.0,Dubai,Remote,Unknown
engineering manager,40000.0,5.0,Unknown,Remote,Lead/Manager
frontend engineer,50000.0,4.0,Greater Cairo,Hybrid,Unknown
software validation engineer,50000.0,0.0,Greater Cairo,Hybrid,Unknown
product manager,200000.0,6.0,Unknown,On-Site,Lead/Manager
cyber security engineer,25000.0,0.4,Unknown,Hybrid,Unknown
integration specialist,8000.0,1.3,Greater Cairo,On-Site,Unknown
flutter developer,20000.0,1.0,Greater Cairo,Hybrid,Unknown
php&mysql,2000.0,1.0,Beni-Suef,Hybrid,Unknown
sales specialist,3000.0,1.0,Greater Cairo,On-Site,Unknown
devops,24000.0,1.0,Greater Cairo,Remote,Unknown
data analyst,25000.0,1.0,Saudi Arabia,On-Site,Unknown
c++ developer,20000.0,0.0,Greater Cairo,On-Site,Unknown
software engineer,15000.0,2.0,Greater Cairo,Hybrid,Unknown
coding instructor,6600.0,0.0,Greater Cairo,Remote,Unknown
.net developer,15000.0,2.0,Unknown,Hybrid,Unknown
full stack developer,30000.0,6.0,Unknown,Remote,Unknown
.net developer,17000.0,1.0,Greater Cairo,Hybrid,Unknown
architect,8800.0,1.0,Greater Cairo,On-Site,Unknown
.net developer,21000.0,4.0,Greater Cairo,Hybrid,Unknown
full stack web developer,8000.0,0.8,Greater Cairo,Hybrid,Unknown
backend developer,25000.0,0.0,"Riyadh, Saudi Arabia",Remote,Unknown
data scientist,20000.0,0.0,Greater Cairo,Remote,Unknown
اخصائي مساحة,6000.0,3.0,Unknown,Remote,Unknown
business analyst,40000.0,3.0,Unknown,Hybrid,Unknown
architect,22000.0,4.0,Greater Cairo,On-Site,Unknown
.net developer,60000.0,6.0,Dubai,Hybrid,Unknown
application support engineer,30000.0,4.0,Greater Cairo,On-Site,Unknown
frontend developer,15400.0,1.0,Greater Cairo,Hybrid,Unknown
full stack developer,60000.0,3.0,Greater Cairo,On-Site,Unknown
full stack vue + python,20000.0,1.0,Texas,Remote,Unknown
data analyst,13000.0,1.0,Greater Cairo,Hybrid,Unknown
ios developer,18000.0,2.0,Kuwait,Hybrid,Unknown
quality assurance specialist,4500.0,2.0,Greater Cairo,On-Site,Unknown
dental cad designer,51000.0,2.0,Unknown,Remote,Unknown
electrical engineer,6000.0,3.0,Mahlla,On-Site,Unknown
data scientist,35000.0,2.0,Greater Cairo,Hybrid,Unknown
mep engineer,100000.0,5.0,Greater Cairo,On-Site,Unknown
application support,27500.0,4.0,Nasr City,On-Site,Unknown
copy writer,3000.0,3.0,Mansoura,On-Site,Unknown
graphic designer,15000.0,3.0,Greater Cairo,On-Site,Unknown
rpa developer,29500.0,4.0,Greater Cairo,Hybrid,Unknown
bmc remedy developer (low code),20000.0,1.0,Greater Cairo,Hybrid,Unknown
web developer,9000.0,0.5,Ksa,Remote,Unknown
it,10000.0,5.0,Greater Cairo,Remote,Unknown
sales,50000.0,10.0,Greater Cairo,Hybrid,Unknown
backend developer,36000.0,5.0,Greater Cairo,Remote,Unknown
technical support (noc specialist),16000.0,3.0,Greater Cairo,Hybrid,Unknown
php developer,28000.0,3.5,Greater Cairo,On-Site,Unknown
oil and gas construction engineer,25000.0,16.0,Greater Cairo,On-Site,Unknown
ظابط بالقوات المسلحة,12000.0,4.0,Elbehaira,On-Site,Unknown
gis instructor,17800.0,2.0,Greater Cairo,On-Site,Unknown
graphic designer,10000.0,9.0,Portsaid,On-Site,Unknown
site civil engineer,7000.0,3.0,Greater Cairo,On-Site,Unknown
ux ui designer,9000.0,2.0,Alexandria,On-Site,Unknown
pr,4000.0,2.0,Damietta,On-Site,Unknown
php developer,100000.0,10.0,El Doqy,On-Site,Unknown
accountant,6500.0,1.0,Greater Cairo,On-Site,Unknown
php backend developer,48.0,5.0,Greater Cairo,Remote,Unknown
software test engineer,30.0,4.0,Greater Cairo,Hybrid,Unknown
applications support,50000.0,10.0,Greater Cairo,On-Site,Unknown
business intelligence engineer,28000.0,1.0,Greater Cairo,Hybrid,Unknown
android developer,30000.0,4.0,Unknown,Hybrid,Unknown
drilling engineer,50.0,5.0,Field,On-Site,Unknown
data scientist,21200.0,2.0,Unknown,Hybrid,Unknown
hr business partner,12000.0,5.0,Greater Cairo,On-Site,Unknown
full stack developer .net & angular,32500.0,2.0,Greater Cairo,Remote,Unknown
pharmacist,4400.0,0.0,Ismailia,On-Site,Unknown
مدينة العبور _ القاهرة,3500.0,10.0,مدينه العبور _ القاهرة _ مصر,On-Site,Unknown
hr section head,14500.0,4.0,Greater Cairo,On-Site,Unknown
"software developer - spring boot , angular",15600.0,1.0,Greater Cairo,Hybrid,Unknown
cable testing engineer,10000.0,2.0,Greater Cairo,On-Site,Unknown
network engineer,17000.0,3.0,Greater Cairo,Remote,Unknown
application support,30000.0,5.0,Greater Cairo,On-Site,Unknown
motion graphic designer,20000.0,4.0,Greater Cairo,Remote,Unknown
data analyst,23000.0,5.0,Greater Cairo,On-Site,Unknown
frontend developer reactjs,24000.0,1.5,Greater Cairo,Hybrid,Unknown
data analyst specialist,16000.0,3.0,Greater Cairo,Hybrid,Unknown
sap application developer,20000.0,2.0,Greater Cairo,Hybrid,Unknown
frontend developer,15000.0,2.0,Greater Cairo,Hybrid,Unknown
javascript developer,20000.0,1.0,Greater Cairo,On-Site,Unknown
mern stack developer,17000.0,2.0,Unknown,Remote,Unknown
pharmacist,6000.0,1.0,Greater Cairo,On-Site,Unknown
graphic designer,9000.0,2.0,Greater Cairo,On-Site,Unknown
embedded software engineer test engineer,32000.0,2.0,Unknown,On-Site,Unknown
machine learning engineer,35000.0,3.0,Unknown,Remote,Unknown
flutter developer,8000.0,0.4,Dubai,Remote,Unknown
ui ux designer,7000.0,1.0,Greater Cairo,Hybrid,Unknown
it infrastructure engineer,45000.0,4.0,Greater Cairo,Hybrid,Unknown
full-stack developer (.net-angular),50000.0,10.0,Ksa,Hybrid,Unknown
graphic designer,3500.0,1.0,Greater Cairo,On-Site,Unknown
software testing team lead,50000.0,10.0,Unknown,On-Site,Lead/Manager
software engineer,38000.0,7.0,Alexandria,Hybrid,Unknown
frontend developer,700.0,0.0,Alexandria,On-Site,Unknown
django developer,8000.0,1.0,Greater Cairo,Hybrid,Unknown
technical engineer,9500.0,2.0,Greater Cairo,Hybrid,Unknown
full stack developer (laravel & flutter),11000.0,1.2,Greater Cairo,Hybrid,Unknown
flutter developer,27500.0,3.0,Greater Cairo,Hybrid,Unknown
backend developer,10000.0,1.0,Greater Cairo,On-Site,Unknown
developer .net,27000.0,1.0,Greater Cairo,On-Site,Unknown
application support engineer,40000.0,15.0,Greater Cairo,Remote,Unknown
data analytics engineer,23000.0,1.0,Greater Cairo,Hybrid,Unknown
it help desk,7000.0,1.0,Greater Cairo,On-Site,Unknown
physical therapist,1400.0,2.0,El Mansoura,On-Site,Unknown
operations associate,20000.0,1.0,Greater Cairo,Hybrid,Unknown
frontend developer,18500.0,2.0,Unknown,On-Site,Unknown
interior designer,18000.0,4.0,Greater Cairo,On-Site,Unknown
.net developer,5500.0,0.0,Unknown,Remote,Unknown
flutter developer,25000.0,3.0,Greater Cairo,Remote,Unknown
flutter developer,20000.0,2.0,Canada And Iraq,Remote,Unknown
ux designer,6600.0,0.0,Greater Cairo,Hybrid,Unknown
tester,5000.0,1.0,Greater Cairo,Remote,Unknown
php developer,15000.0,0.0,Greater Cairo,On-Site,Unknown
full stack web developer . net & angular,23500.0,2.6,Maadi,On-Site,Unknown
business analyst,8000.0,0.0,Greater Cairo,On-Site,Unknown
full stack .net developer,100000.0,3.0,Uk,Remote,Unknown
machine learning engineer,10000.0,1.0,Greater Cairo,On-Site,Unknown
system administrator,8000.0,1.0,Greater Cairo,On-Site,Unknown
java developer,20000.0,0.0,Greater Cairo,On-Site,Unknown
devops engineer,15000.0,0.8,Unknown,Hybrid,Unknown
business intelligence specialist,13700.0,1.0,Alexandria,On-Site,Unknown
. net developer,13500.0,2.0,Unknown,Remote,Unknown
digital marketing specialist,20000.0,5.0,Greater Cairo,On-Site,Unknown
php developer,19000.0,4.0,Greater Cairo,On-Site,Unknown
flutter developer,10000.0,2.0,Mansora,On-Site,Unknown
backed developer c sharp,12000.0,3.0,Greater Cairo,Remote,Unknown
frontend developer,30000.0,7.0,Greater Cairo,Hybrid,Unknown
backend.net developer,15000.0,1.0,Riyadh,Remote,Unknown
web gis developer,13800.0,3.0,Greater Cairo,Hybrid,Unknown
software engineer,16000.0,2.0,Greater Cairo,On-Site,Unknown
customers services,3100.0,2.0,Greater Cairo,On-Site,Unknown
flutter developer,18000.0,4.0,Unknown,On-Site,Unknown
graphic designer,13600.0,0.6000000000000001,Dubai,Remote,Unknown
software engineer,50000.0,3.0,Ryad,Remote,Unknown
backend laravel,5000.0,1.0,Mansoura,On-Site,Unknown
angular developer,25000.0,1.0,Unknown,Remote,Unknown
.net developer,7000.0,0.0,Greater Cairo,Hybrid,Unknown
frontend developer,9000.0,0.4,Unknown,Remote,Unknown
.net developer,8000.0,1.0,Bahrain,Remote,Unknown
mid data engineer,45000.0,3.0,California,Remote,Unknown
.net developer,12000.0,1.0,Greater Cairo,On-Site,Unknown
flutter developer,8000.0,1.0,Tanta,Remote,Unknown
sales,10000.0,11.0,Greater Cairo,Hybrid,Unknown
cyber threat analyst,590000.0,22.0,Usd - Europe,Remote,Unknown
php laravel developer,11000.0,1.0,Greater Cairo,Remote,Unknown
frontend developer react,9000.0,1.0,Greater Cairo,On-Site,Unknown
data engineer,25000.0,3.0,Greater Cairo,Hybrid,Unknown
performance analyst,11500.0,0.3,Smart Village,On-Site,Unknown
