job_title,experience_years,salary_original,currency_detected,salary_original_numeric,salary_mid,work_mode,city,salary_date,source_name
data engineer,1.0,12000,EGP,12000.0,12000.0,Hybird,Alexandria,2023-02-01,Kaggle_egyptian_salaries_2024
electrical engineer,3.0,13k,EGP,13000.0,13000.0,Hybird,10th of Ramadan city,2024-01-01,Kaggle_egyptian_salaries_2024
biotechnology,2.0,10000,EGP,10000.0,10000.0,Remotley,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
video editor,3.0,12000,EGP,12000.0,12000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
senior contracts engineer,24.0,30000,EGP,30000.0,30000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
junior data scientist,1.0,"Gross 22K, Net 17K",EGP,22000.0,22000.0,Hybird,Cairo,2023-08-01,Kaggle_egyptian_salaries_2024
php,15.0,4500,EGP,4500.0,4500.0,On Site,Giza,2024-01-04,Kaggle_egyptian_salaries_2024
android developer,5.0,600$,USD,600.0,30000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
product designer,4.0,35000,EGP,35000.0,35000.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
sales,8.0,11000,EGP,11000.0,11000.0,On Site,Cairo,2017-01-01,Kaggle_egyptian_salaries_2024
business intelligence analyst,2.0,19600,EGP,19600.0,19600.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
system admin,3.0,18000,EGP,18000.0,18000.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
bi developer,1.0,700 USD,USD,700.0,35000.0,Remotley,"dubai, india, ksa",2024-02-01,Kaggle_egyptian_salaries_2024
medical representative,3.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
ai developer,0.25,6000,EGP,6000.0,6000.0,Hybird,Giza Egypt,2024-02-01,Kaggle_egyptian_salaries_2024
php,4.0,3000,EGP,3000.0,3000.0,On Site,Cairo,1999-02-07,Kaggle_egyptian_salaries_2024
software engineer (vue/ruby),3.0,3200 USD,USD,3200.0,160000.0,Remotley,,2023-04-01,Kaggle_egyptian_salaries_2024
dentist,5.0,3000,EGP,3000.0,3000.0,On Site,Cairo,1999-06-05,Kaggle_egyptian_salaries_2024
quality control,4.0,15000 L.E,EGP,15000.0,15000.0,Remotley,Cairo,2024-01-10,Kaggle_egyptian_salaries_2024
front end developer,3.0,16500,EGP,16500.0,16500.0,On Site,Alexandria,2023-01-01,Kaggle_egyptian_salaries_2024
senior gis,5.0,15800,EGP,15800.0,15800.0,On Site,Giza,2024-01-01,Kaggle_egyptian_salaries_2024
graphic designer,3.0,9000,EGP,9000.0,9000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
healthcare quality,6.0,14500,EGP,14500.0,14500.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
system administrator,1.0,16000 EGP,EGP,16000.0,16000.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
ios developer,3.0,39000,EGP,39000.0,39000.0,Hybird,Cairo,2023-07-01,Kaggle_egyptian_salaries_2024
veterinarian,4.0,7000,EGP,7000.0,7000.0,On Site,,2024-02-22,Kaggle_egyptian_salaries_2024
pharmacist,4.0,5000,EGP,5000.0,5000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
full stack engineer,3.5,3000 EU,EGP,3000.0,3000.0,Remotley,,2024-02-22,Kaggle_egyptian_salaries_2024
civil engineer,8.0,25000,EGP,25000.0,25000.0,On Site,Cairo,2024-01-02,Kaggle_egyptian_salaries_2024
community pharmacist,1.0,5000,EGP,5000.0,5000.0,On Site,Alexandria,2024-01-01,Kaggle_egyptian_salaries_2024
hr manager,2.0,7000,EGP,7000.0,7000.0,On Site,damietta,2024-01-31,Kaggle_egyptian_salaries_2024
backend node.js,2.0,14000,EGP,14000.0,14000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
flutter developer,1.0,ما يعادل 1200 ريال = 10000 جنيه,EGP,1200.0,1200.0,On Site,Alexandria,2024-02-22,Kaggle_egyptian_salaries_2024
.net developer,3.0,16000,EGP,16000.0,16000.0,Remotley,Main site in Saudi-Arabia and branch in Cairo,2024-01-31,Kaggle_egyptian_salaries_2024
flutter developer,1.0,12000,EGP,12000.0,12000.0,Remotley,Saudi Arabia,2024-02-23,Kaggle_egyptian_salaries_2024
mechanical engineering,3.0,9000,EGP,9000.0,9000.0,On Site,10th of ramadan,2022-01-01,Kaggle_egyptian_salaries_2024
creative director,9.0,60 K,EGP,60000.0,60000.0,On Site,Cairo,1-02-24,Kaggle_egyptian_salaries_2024
ui/ux designer,1.0,8000,EGP,8000.0,8000.0,Hybird,,2025-12-03,Kaggle_egyptian_salaries_2024
frontend developer,3.0,70000,EGP,70000.0,70000.0,Remotley,dubai,2001-11-08,Kaggle_egyptian_salaries_2024
front end developer,3.0,20000,EGP,20000.0,20000.0,Remotley,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
b2b,3.0,20000,EGP,20000.0,20000.0,On Site,dubai,2023-01-12,Kaggle_egyptian_salaries_2024
planning engineer (controls),7.0,47000,EGP,47000.0,47000.0,On Site,Cairo,2024-01-24,Kaggle_egyptian_salaries_2024
business analyst and bi developer,3.0,15000,EGP,15000.0,15000.0,Hybird,Cairo,2023-10-23,Kaggle_egyptian_salaries_2024
big data engineer,2.0,23000,EGP,23000.0,23000.0,Hybird,Maadi,2024-01-31,Kaggle_egyptian_salaries_2024
credit risk team leader,2.0,20000,EGP,20000.0,20000.0,On Site,Cairo,2024-01-27,Kaggle_egyptian_salaries_2024
juinor front-end developer,1.0,8000,EGP,8000.0,8000.0,Hybird,,2024-01-01,Kaggle_egyptian_salaries_2024
sales,1.0,5000,EGP,5000.0,5000.0,On Site,Cairo,2024-01-03,Kaggle_egyptian_salaries_2024
java developer,1.0,20000,EGP,20000.0,20000.0,Hybird,cairo,2024-02-01,Kaggle_egyptian_salaries_2024
senior r&d sw manager,18.0,170000,EGP,170000.0,170000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
ios engineer,3.0,50000,EGP,50000.0,50000.0,Hybird,,2024-01-01,Kaggle_egyptian_salaries_2024
next.js developer,1.0,18,EGP,18.0,18.0,Remotley,Kuwait,2024-02-01,Kaggle_egyptian_salaries_2024
customer success account manager,1.0,8k,EGP,8000.0,8000.0,Hybird,"Uk, Egypt",2024-01-25,Kaggle_egyptian_salaries_2024
production engineer,6.0,18000,EGP,18000.0,18000.0,On Site,Ain sokhna,2024-02-23,Kaggle_egyptian_salaries_2024
physical therapist,1.0,46 for hour,EGP,46.0,46.0,On Site,Obour,2024-02-01,Kaggle_egyptian_salaries_2024
software engineer,0.0,1000 USD,USD,1000.0,50000.0,Remotley,Saudi,2023-09-01,Kaggle_egyptian_salaries_2024
restaurants maneger,10.0,25000,EGP,25000.0,25000.0,On Site,Cairo,2024-02-14,Kaggle_egyptian_salaries_2024
django software engineer,2.0,58000,EGP,58000.0,58000.0,Remotley,cairo,2024-02-01,Kaggle_egyptian_salaries_2024
junior .net full-stack developer,1.0,12000,EGP,12000.0,12000.0,Remotley,cairo,2023-09-30,Kaggle_egyptian_salaries_2024
data analyst,1.0,15000,EGP,15000.0,15000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
brand developer,4.0,15000,EGP,15000.0,15000.0,On Site,cairo,2024-02-15,Kaggle_egyptian_salaries_2024
accountant,2.0,5000,EGP,5000.0,5000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
project control engineer,3.0,9000,EGP,9000.0,9000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
backend developer,16.0,160k,EGP,160000.0,160000.0,On Site,Cairo,2023-11-10,Kaggle_egyptian_salaries_2024
senior software engineer,5.0,113000,EGP,113000.0,113000.0,Remotely but sometimes goes to the office,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
lawyer,13.0,9000,EGP,9000.0,9000.0,On Site,Cairo,2023-09-16,Kaggle_egyptian_salaries_2024
product manager,1.0,45000,EGP,45000.0,45000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
junior frontend engineer,1.0,8000,EGP,8000.0,8000.0,Remotley,6 october city,2024-02-23,Kaggle_egyptian_salaries_2024
personal banker,2.0,11500,EGP,11500.0,11500.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
fullstack dotnet developer,1.0,20000,EGP,20000.0,20000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
senior testing engineer,4.0,1250 $,USD,1250.0,62500.0,Remotley,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
doctor,5.0,5500,EGP,5500.0,5500.0,On Site,Aswan,2024-02-23,Kaggle_egyptian_salaries_2024
machine learning engineer,1.0,12000,EGP,12000.0,12000.0,Remotley,Cairo,2024-01-30,Kaggle_egyptian_salaries_2024
ss account manager,10.0,90K,EGP,90000.0,90000.0,On Site,Cairo,2022-08-14,Kaggle_egyptian_salaries_2024
head of products,11.0,60000,EGP,60000.0,60000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
full stack developer,4.0,30000,EGP,30000.0,30000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
"pharmacist, gov",6.0,5100,EGP,5100.0,5100.0,On Site,,2024-02-20,Kaggle_egyptian_salaries_2024
frontend developer,2.0,2000 USD + bonuses (average 300 USD),USD,2000.0,100000.0,Remotley,Dubai,2024-02-27,Kaggle_egyptian_salaries_2024
senior travel consultant,6.0,"10,000 egp",EGP,10000.0,10000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
techno-functional engineer,3.0,1700$,USD,1700.0,85000.0,Remotley,Alexandria,2024-02-29,Kaggle_egyptian_salaries_2024
.net developer,3.5,1200$,USD,1200.0,60000.0,Remotley,KSA,2023-10-01,Kaggle_egyptian_salaries_2024
.net developer,3.5,1000$ in egp with bank rate,USD,1000000.0,50000000.0,Remotley,USA,2024-02-01,Kaggle_egyptian_salaries_2024
devops engineer,7.0,80,EGP,80.0,80.0,Hybird,,2024-02-01,Kaggle_egyptian_salaries_2024
software engineer,1.0,$900,USD,900.0,45000.0,Hybird,Alexandria,2023-08-01,Kaggle_egyptian_salaries_2024
sap developer,4.0,1400 USD,USD,1400.0,70000.0,Remotley,Riadyh,2024-02-23,Kaggle_egyptian_salaries_2024
accountant,2.0,7500,EGP,7500.0,7500.0,On Site,,2024-02-23,Kaggle_egyptian_salaries_2024
ai developer,3.0,20000,EGP,20000.0,20000.0,On Site,,2024-01-01,Kaggle_egyptian_salaries_2024
frontend developer (vue),2.0,800$,USD,800.0,40000.0,Remotley,جده,2024-01-01,Kaggle_egyptian_salaries_2024
agriculture engineer,1.0,5200,EGP,5200.0,5200.0,On Site,Cairo,2001-08-07,Kaggle_egyptian_salaries_2024
data analyst,0.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
accountant,1.0,8600,EGP,8600.0,8600.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
it support,3.0,3000,EGP,3000.0,3000.0,On Site,Minia,2019-05-16,Kaggle_egyptian_salaries_2024
.net developer,4.0,45000,EGP,45000.0,45000.0,Hybird,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
desk top,5.0,5000,EGP,5000.0,5000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
engineer irrigation,3.0,8,EGP,8.0,8.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
planning engineer,6.0,23000,EGP,23000.0,23000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
android developer,2.0,16000,EGP,16000.0,16000.0,Remotley,"Cairo, Egypt",2024-02-23,Kaggle_egyptian_salaries_2024
.net developer,3.0,39000,EGP,39000.0,39000.0,Hybird,,2024-01-28,Kaggle_egyptian_salaries_2024
marketing,3.0,25,EGP,25.0,25.0,Hybird,Cairo,2024-09-12,Kaggle_egyptian_salaries_2024
data management engineer,1.0,6000,EGP,6000.0,6000.0,Hybird,Alexandria,2023-11-05,Kaggle_egyptian_salaries_2024
deputy branch head,16.0,37000,EGP,37000.0,37000.0,On Site,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
software engineer,3.0,22800 SAR,EGP,22800.0,22800.0,On Site,Riyadh Saudi,2023-11-01,Kaggle_egyptian_salaries_2024
it system administrator,5.0,40000,EGP,40000.0,40000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
reliability engineer,3.0,16,EGP,16.0,16.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
data engineer,4.0,5400 $,USD,5400.0,270000.0,Remotley,Berlin,2024-01-31,Kaggle_egyptian_salaries_2024
spanish speaker,2.0,15000,EGP,15000.0,15000.0,Remotley,Cairo,2024-01-25,Kaggle_egyptian_salaries_2024
data scientist,2.0,26000,EGP,26000.0,26000.0,Hybird,Cairo,2024-02-29,Kaggle_egyptian_salaries_2024
php full stack,5.0,13000,EGP,13000.0,13000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
sr.full stack developer php,5.0,13000,EGP,13000.0,13000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
architect,3.0,20000,EGP,20000.0,20000.0,On Site,Cairo,2024-01-31,Kaggle_egyptian_salaries_2024
dc,5.0,9000,EGP,9000.0,9000.0,Hybird,Cairo,24-12-02,Kaggle_egyptian_salaries_2024
software engineer full stack,2.0,29500 + $200 Bonus,USD,29500.0,1475000.0,Hybird,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
otolaryngology consutant (md  degree),1996.0,12000,EGP,12000.0,12000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
java developer,0.5,14000,EGP,14000.0,14000.0,Hybird,Cairo,2023-12-21,Kaggle_egyptian_salaries_2024
project manager (site engineer),6.0,10000,EGP,10000.0,10000.0,On Site,Fifth settlement,2024-02-22,Kaggle_egyptian_salaries_2024
java deveoper,0.0,13,EGP,13.0,13.0,On Site,Asyut,2023-10-02,Kaggle_egyptian_salaries_2024
junior odoo dev,0.33,15000 net salary,EGP,15000.0,15000.0,Hybird,Cairo,2023-12-01,Kaggle_egyptian_salaries_2024
pentester,1.0,2000$,USD,2000.0,100000.0,Remotley,,2024-01-01,Kaggle_egyptian_salaries_2024
junior machine learning engineer,1.0,20000,EGP,20000.0,20000.0,Hybird,,2023-09-03,Kaggle_egyptian_salaries_2024
coo,15.0,20000,EGP,20000.0,20000.0,Hybird,,2024-01-03,Kaggle_egyptian_salaries_2024
systems engineer,0.0,12000,EGP,12000.0,12000.0,On Site,,2023-09-03,Kaggle_egyptian_salaries_2024
senior product designer,8.0,44000,EGP,44000.0,44000.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
learning and development specialist,0.08,13000,EGP,13000.0,13000.0,On Site,Cairo,2024-01-28,Kaggle_egyptian_salaries_2024
dentist,2.0,2400,EGP,2400.0,2400.0,On Site,Elminia,2024-02-10,Kaggle_egyptian_salaries_2024
backend engineer,1.0,16000,EGP,16000.0,16000.0,Hybird,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
android developer,4.0,16000,EGP,16000.0,16000.0,Hybird,"Cairo, Egypt",2023-08-01,Kaggle_egyptian_salaries_2024
java developer,1.0,14,EGP,14.0,14.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
software developers,9.0,75000,EGP,75000.0,75000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
dental technologist,2.0,6000,EGP,6000.0,6000.0,On Site,Alexandria,2024-02-25,Kaggle_egyptian_salaries_2024
pharmacist,4.0,8700,EGP,8700.0,8700.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
tech support,2.5,16500/22000,EGP,16500.0,16500.0,Hybird,cairo,2024-02-23,Kaggle_egyptian_salaries_2024
medicine,2.0,40000,EGP,40000.0,40000.0,On Site,Cairo,2022-02-22,Kaggle_egyptian_salaries_2024
logistics management,1.0,13000,EGP,13000.0,13000.0,Hybird,Alex,2024-01-01,Kaggle_egyptian_salaries_2024
senior site reliability engineer,3.0,98k EGP + ~1000 USD in Stocks,USD,549000.0,27450000.0,Hybird,Cairo/US,2024-02-01,Kaggle_egyptian_salaries_2024
android developer,2.0,20000,EGP,20000.0,20000.0,Hybird,October,2023-12-03,Kaggle_egyptian_salaries_2024
senior java developer,4.5,32000,EGP,32000.0,32000.0,Hybird,,2024-02-23,Kaggle_egyptian_salaries_2024
software engineer,2.0,15000,EGP,15000.0,15000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
software engineer,3.0,65000,EGP,65000.0,65000.0,Remotley,USA,2024-01-01,Kaggle_egyptian_salaries_2024
accounting,0.0,2500,EGP,2500.0,2500.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
csr,1.0,9500,EGP,9500.0,9500.0,On Site,Alexandria,2024-02-01,Kaggle_egyptian_salaries_2024
customer service executive,3.0,11000,EGP,11000.0,11000.0,On Site,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
senior android developer,4.0,60 k,EGP,60000.0,60000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
backend developer,1.0,7000,EGP,7000.0,7000.0,On Site,Cairo,2023-10-31,Kaggle_egyptian_salaries_2024
php developer,4.0,45000,EGP,45000.0,45000.0,Remotley,Cairo,2023-05-01,Kaggle_egyptian_salaries_2024
copywriter,7.0,"15,500 LE",EGP,15500.0,15500.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
php developer,2.0,8000,EGP,8000.0,8000.0,Remotley,Kuwait,2024-02-29,Kaggle_egyptian_salaries_2024
senior frontend vue,7.0,4000 dollar,USD,4000.0,200000.0,Remotley,,2024-01-01,Kaggle_egyptian_salaries_2024
mid level ios software engineer,3.0,25 K,EGP,25000.0,25000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
senior key account manager,3.0,15000,EGP,15000.0,15000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
android developer,1.5,13400,EGP,13400.0,13400.0,Remotley,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
oracle consultant,1.5,12000,EGP,12000.0,12000.0,Remotley,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
backend java developer,0.67,25000,EGP,25000.0,25000.0,On Site,Cairo,2024-01-27,Kaggle_egyptian_salaries_2024
property consultant,1.0,6000,EGP,6000.0,6000.0,On Site,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
call center,1.0,3400,EGP,3400.0,3400.0,On Site,Assuit,2024-02-28,Kaggle_egyptian_salaries_2024
.net intern,0.0,500 EGP,EGP,500.0,500.0,On Site,nasr city,2024-02-23,Kaggle_egyptian_salaries_2024
software developer,3.0,27000,EGP,27000.0,27000.0,Remotley,Alexandria,2024-01-01,Kaggle_egyptian_salaries_2024
performance analyst,1.0,18000,EGP,18000.0,18000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
.net developer,0.5,10000,EGP,10000.0,10000.0,Hybird,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
it business analyst,1.0,15000,EGP,15000.0,15000.0,On Site,Giza,2024-02-23,Kaggle_egyptian_salaries_2024
machine learning engineer,0.0,1000$,USD,1000.0,50000.0,Remotley,Dubai,2026-07-06,Kaggle_egyptian_salaries_2024
assistant of pharmacy,6.0,1250,EGP,1250.0,1250.0,On Site,El Minya,2024-07-01,Kaggle_egyptian_salaries_2024
software engineer,1.0,15000,EGP,15000.0,15000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
.net developer,4.0,30000,EGP,30000.0,30000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
senior consultant media monitoring,5.0,8000,EGP,8000.0,8000.0,Tow days per week,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
senior ios developer,4.0,31000,EGP,31000.0,31000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
telesales,0.67,6800,EGP,6800.0,6800.0,On Site,Maadi,2024-02-22,Kaggle_egyptian_salaries_2024
python developer,2.0,22000,EGP,22000.0,22000.0,Hybird,Cairo,2023-12-01,Kaggle_egyptian_salaries_2024
automation engineer,1.0,6000,EGP,6000.0,6000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
junior embedded linux engineer,0.0,26000,EGP,26000.0,26000.0,Hybird,Smart village,2024-02-21,Kaggle_egyptian_salaries_2024
laravel full stack developer,1.0,7000,EGP,7000.0,7000.0,Hybird,Giza,2024-02-23,Kaggle_egyptian_salaries_2024
frontend developer,1.0,8000,EGP,8000.0,8000.0,On Site,"6 october, cairo",2024-02-12,Kaggle_egyptian_salaries_2024
.net developer,3.0,10000,EGP,10000.0,10000.0,Remotley,السعودية,2024-01-01,Kaggle_egyptian_salaries_2024
administration,8.0,10000,EGP,10000.0,10000.0,Monthly,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
senior ios developer,5.0,38000,EGP,38000.0,38000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
ui ux,1.0,2000,EGP,2000.0,2000.0,On Site,,2024-02-23,Kaggle_egyptian_salaries_2024
software engineer,4.0,30000,EGP,30000.0,30000.0,Remotley,Dubai,2024-01-01,Kaggle_egyptian_salaries_2024
junior business analyst,1.0,8000,EGP,8000.0,8000.0,On Site,Giza,2024-01-01,Kaggle_egyptian_salaries_2024
data analyst,2.0,15000,EGP,15000.0,15000.0,Remotley,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
software engineer,1.5,850USD ,USD,850.0,42500.0,Hybird,Sheikh Zayed,2022-10-27,Kaggle_egyptian_salaries_2024
senior software tester,5.0,31000,EGP,31000.0,31000.0,Remotley,"Jordan, Amman",2024-01-01,Kaggle_egyptian_salaries_2024
front end developer,1.0,5000,EGP,5000.0,5000.0,On Site,,2024-11-30,Kaggle_egyptian_salaries_2024
sr frontend developer,4.0,18000,EGP,18000.0,18000.0,Hybird,shrouq,2024-01-01,Kaggle_egyptian_salaries_2024
sales,5.0,3000,EGP,3000.0,3000.0,On Site,Oman,2024-02-21,Kaggle_egyptian_salaries_2024
executive assistant to chief of party,15.0,20000,EGP,20000.0,20000.0,On Site,Cairo,2023-12-01,Kaggle_egyptian_salaries_2024
mfesh mn mfesh,36.0,1300 egp,EGP,1300.0,1300.0,On Site,Abo atata,2024-02-23,Kaggle_egyptian_salaries_2024
flutter developer,0.6,7000,EGP,7000.0,7000.0,On Site,Mansoura,2024-02-23,Kaggle_egyptian_salaries_2024
technical office engineer,1.0,8000,EGP,8000.0,8000.0,Hybird,cairo,2024-02-23,Kaggle_egyptian_salaries_2024
graphic designer,2.0,5000,EGP,5000.0,5000.0,On Site,Alexanderia,2024-02-23,Kaggle_egyptian_salaries_2024
collection  officer,1.0,6000,EGP,6000.0,6000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
junior accouts payable accountant,2.0,11500,EGP,11500.0,11500.0,On Site,Cairo,2023-01-31,Kaggle_egyptian_salaries_2024
hr special,0.0,6500,EGP,6500.0,6500.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
azure data engineer,1.5,58000,EGP,58000.0,58000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
nnn,0.5,2,EGP,2.0,2.0,On Site,,2024-02-25,Kaggle_egyptian_salaries_2024
php,3.0,20000,EGP,20000.0,20000.0,Remotley,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
senior react and react native developer,8.0,3200$,USD,3200.0,160000.0,Remotley,Germany,2022-08-01,Kaggle_egyptian_salaries_2024
quality control manger,2.0,6000,EGP,6000.0,6000.0,On Site,Cairo,2022-08-01,Kaggle_egyptian_salaries_2024
senior react native developer,4.0,3200 EUR (net),EUR,3200.0,160000.0,Remotley,Germany,2024-02-23,Kaggle_egyptian_salaries_2024
sr. react native developer,3.5,37000,EGP,37000.0,37000.0,Hybird,Cairo,2024-01-28,Kaggle_egyptian_salaries_2024
junior fullstack developer laravel vue,0.5,8000,EGP,8000.0,8000.0,On Site,Nasr city,2023-10-15,Kaggle_egyptian_salaries_2024
data scientist,1.0,30000,EGP,30000.0,30000.0,Hybird,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
cybersecurity engineer,1.0,17600,EGP,17600.0,17600.0,Hybird,Cairo,2024-01-25,Kaggle_egyptian_salaries_2024
b2b2c customer portal senior specialist,3.0,35000,EGP,35000.0,35000.0,On Site,Cairo,2024-03-01,Kaggle_egyptian_salaries_2024
agriculture engineering,0.0,4000,EGP,4000.0,4000.0,On Site,Alexandria,2024-01-31,Kaggle_egyptian_salaries_2024
bi team lead,10.0,2500$,USD,2500.0,125000.0,Hybird,Cairo,2024-01-31,Kaggle_egyptian_salaries_2024
coding writer (data processing),9.0,35000 L.E,EGP,35000.0,35000.0,On Site,Riyadh,2022-11-01,Kaggle_egyptian_salaries_2024
data analytics engineer,1.0,750 usd,USD,750.0,37500.0,Hybird,"Cairo, Switzerland",2024-02-22,Kaggle_egyptian_salaries_2024
full stack web developer,1.0,7000,EGP,7000.0,7000.0,On Site,Cairo,2023-07-09,Kaggle_egyptian_salaries_2024
embedded software engineer,1.0,12000,EGP,12000.0,12000.0,On Site,cairo,2024-02-28,Kaggle_egyptian_salaries_2024
laravel backend developer,4.0,20000,EGP,20000.0,20000.0,Hybird,Cairo,2023-02-23,Kaggle_egyptian_salaries_2024
chinese translator,10.0,10600,EGP,10600.0,10600.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
dot net developer,7.0,53050,EGP,53050.0,53050.0,Hybird,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
data scientist,2.0,18000,EGP,18000.0,18000.0,On Site,Maadi,2024-02-01,Kaggle_egyptian_salaries_2024
bim coordinator,9.0,38000,EGP,38000.0,38000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
data engineer,2.0,27000,EGP,27000.0,27000.0,Hybird,"Smart village, Giza",2024-02-12,Kaggle_egyptian_salaries_2024
senior quality control,7.0,69000,EGP,69000.0,69000.0,Hybird,kaa,2024-01-01,Kaggle_egyptian_salaries_2024
full stack engineer,0.67,11000,EGP,11000.0,11000.0,On Site,"Alexandria, Egypt",2023-09-30,Kaggle_egyptian_salaries_2024
senior embedded software engineer,3.0,50000,EGP,50000.0,50000.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
full stack software engineer,2.0,25000,EGP,25000.0,25000.0,Hybird,Cairo,2024-01-30,Kaggle_egyptian_salaries_2024
senior java developer,4.0,40000 egp,EGP,40000.0,40000.0,Remotley,Cairo,2025-01-30,Kaggle_egyptian_salaries_2024
javascript developer,1.0,24000,EGP,24000.0,24000.0,On Site,Cairo,2023-11-28,Kaggle_egyptian_salaries_2024
machine learning engineer,4.0,4000,EGP,4000.0,4000.0,Remotley,"Toronto, Canada",2024-02-23,Kaggle_egyptian_salaries_2024
penetration tester,1.0,15000,EGP,15000.0,15000.0,Hybird,Cairo,2023-10-01,Kaggle_egyptian_salaries_2024
nodejs developer,1.0,7000,EGP,7000.0,7000.0,Hybird,"Cairo, maadi",2023-09-05,Kaggle_egyptian_salaries_2024
senior project manager,10.0,EGP61000,EGP,61000.0,61000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
