job_title,experience_years,salary_original,currency_detected,salary_original_numeric,salary_mid,work_mode,city,salary_date,source_name
.net (desktop developer),2.0,net salary  15000,EGP,15000.0,15000.0,On Site,Cairo,2024-01-30,Kaggle_egyptian_salaries_2024
flutter developer,3.0,2000 USD,USD,2000.0,100000.0,Remotley,,2023-01-26,Kaggle_egyptian_salaries_2024
flutter developer,2.0,37.5,EGP,37.5,37.5,Remotley,,2022-01-26,Kaggle_egyptian_salaries_2024
data scientist,3.0,40000,EGP,40000.0,40000.0,Hybird,cairo,2023-11-01,Kaggle_egyptian_salaries_2024
software developer,0.17,12000,EGP,12000.0,12000.0,Hybird,Cairo,2023-12-17,Kaggle_egyptian_salaries_2024
mid senior frontend developer,3.0,600$,USD,600.0,30000.0,Remotley,Cairo,2023-02-01,Kaggle_egyptian_salaries_2024
software engineer,4.0,45000,EGP,45000.0,45000.0,Remotley,cairo,2024-02-25,Kaggle_egyptian_salaries_2024
php developer,2.0,16,EGP,16.0,16.0,Remotley,Riyadh,2023-11-01,Kaggle_egyptian_salaries_2024
business developer,0.0,350 usd,USD,350.0,17500.0,Remotley,Dubai,2000-03-01,Kaggle_egyptian_salaries_2024
backend engineer,2.0,30k,EGP,30000.0,30000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
full stack javascript developer,1.5,8000,EGP,8000.0,8000.0,Hybird,Mansoura,2024-02-26,Kaggle_egyptian_salaries_2024
senior environmental consultant,5.0,7000 USD,USD,7000.0,350000.0,On Site,KSA,2024-02-01,Kaggle_egyptian_salaries_2024
frontend developer,3.0,68000,EGP,68000.0,68000.0,Hybird,"Cairo, Nasr city",2024-02-26,Kaggle_egyptian_salaries_2024
senior qa eng,5.0,50000,EGP,50000.0,50000.0,Hybird,"Cairo, Maadi",2024-01-01,Kaggle_egyptian_salaries_2024
structural engineer,10.0,1400$,USD,1400.0,70000.0,Hybird,North carolina USA,2024-02-02,Kaggle_egyptian_salaries_2024
typist,2.0,3300,EGP,3300.0,3300.0,On Site,Cairo,2022-03-21,Kaggle_egyptian_salaries_2024
frontend developer,4.0,$1800,USD,1800.0,90000.0,On Site,cairo,2024-02-01,Kaggle_egyptian_salaries_2024
senior software quality control engineer,5.0,29000,EGP,29000.0,29000.0,Hybird,Giza,2024-02-26,Kaggle_egyptian_salaries_2024
frontend engineer,7.0,110000,EGP,110000.0,110000.0,On Site,cairo,2024-02-26,Kaggle_egyptian_salaries_2024
data engineer,0.0,25000,EGP,25000.0,25000.0,Hybird,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
ui/ux designer,2.0,7000,EGP,7000.0,7000.0,Remotley,Remotely,2023-12-01,Kaggle_egyptian_salaries_2024
it help desk,0.0,6000,EGP,6000.0,6000.0,On Site,Giza,2024-02-26,Kaggle_egyptian_salaries_2024
mearn stack -front end developer,1.0,8000,EGP,8000.0,8000.0,On Site,Aswan,2024-02-29,Kaggle_egyptian_salaries_2024
senior software engineer,4.0,80000,EGP,80000.0,80000.0,On Site,cairo,2024-02-01,Kaggle_egyptian_salaries_2024
desktop app developer.net,6.0,8000$,USD,8000.0,400000.0,Remotley,USA,2024-02-26,Kaggle_egyptian_salaries_2024
algorithms engineer,5.0,$4000,USD,4000.0,200000.0,Remotley,Egypt,2024-01-01,Kaggle_egyptian_salaries_2024
java developer,1.0,12000,EGP,12000.0,12000.0,On Site,cairo,2024-01-30,Kaggle_egyptian_salaries_2024
bdr,2.0,270$,USD,270.0,13500.0,On Site,Alexandria,2024-02-28,Kaggle_egyptian_salaries_2024
performance analyst,2.0,21000,EGP,21000.0,21000.0,Hybird,Giza,2024-02-28,Kaggle_egyptian_salaries_2024
ui ux designer,2.0,8000,EGP,8000.0,8000.0,On Site,cairo,2022-01-01,Kaggle_egyptian_salaries_2024
android developer / flutter developer,2.0,15000,EGP,15000.0,15000.0,On Site,Cairo,2024-02-27,Kaggle_egyptian_salaries_2024
unreal engine dev,5.0,$2000,USD,2000.0,100000.0,Remotley,"US, New York",2024-03-27,Kaggle_egyptian_salaries_2024
teamlead backend developer php,3.0,15000,EGP,15000.0,15000.0,On Site,Mansoura,2023-10-01,Kaggle_egyptian_salaries_2024
software engineer,6.0,2700 Euro,EUR,2700.0,135000.0,Remotley,Hong Kong,2024-01-29,Kaggle_egyptian_salaries_2024
customer service officer,1.0,4500,EGP,4500.0,4500.0,On Site,cairo,2023-09-01,Kaggle_egyptian_salaries_2024
rpa developer,1.0,12000,EGP,12000.0,12000.0,Remotley,Smart Village,2024-02-27,Kaggle_egyptian_salaries_2024
front end developer,4.0,1200 USD,USD,1200.0,60000.0,Remotley,Dubai,2024-03-01,Kaggle_egyptian_salaries_2024
full stack .net & angular,6.0,52000,EGP,52000.0,52000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
flutter developer,1.0,8000,EGP,8000.0,8000.0,On Site,,2024-01-01,Kaggle_egyptian_salaries_2024
ml engineer,0.5,400$,USD,400.0,20000.0,Remotley,USA,2024-02-27,Kaggle_egyptian_salaries_2024
junior php developer,0.0,9500,EGP,9500.0,9500.0,Hybird,"5th Settlement, new cairo",2023-10-15,Kaggle_egyptian_salaries_2024
ai engineer,1.0,12000 EGP,EGP,12000.0,12000.0,Hybird,Giza,2023-02-27,Kaggle_egyptian_salaries_2024
angular developer,2.0,23000,EGP,23000.0,23000.0,Hybird,Cairo,2024-02-29,Kaggle_egyptian_salaries_2024
supply chain analyst,1.5,8240,EGP,8240.0,8240.0,On Site,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
supply chain lead,15.0,35000,EGP,35000.0,35000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
data analytics officer,1.0,8500,EGP,8500.0,8500.0,On Site,New Cairo-Cairo,2023-04-02,Kaggle_egyptian_salaries_2024
it security engineer,1.0,20000,EGP,20000.0,20000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
sales data analyst,1.5,8500,EGP,8500.0,8500.0,On Site,Mansoura,2024-02-27,Kaggle_egyptian_salaries_2024
data analytics,0.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-02-19,Kaggle_egyptian_salaries_2024
social media analyst/researcher,1.0,16k,EGP,16000.0,16000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
crm developer,5.0,50000,EGP,50000.0,50000.0,Remotley,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
quality assurance senior specialist,5.0,18000,EGP,18000.0,18000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
warehouse supervisor,5.0,13500,EGP,13500.0,13500.0,On Site,Cairo,2024-02-27,Kaggle_egyptian_salaries_2024
سيلز,4.0,4000,EGP,4000.0,4000.0,On Site,القاهرة,2023-03-10,Kaggle_egyptian_salaries_2024
marketing director,15.0,60,EGP,60.0,60.0,On Site,Cairo,2024-02-27,Kaggle_egyptian_salaries_2024
data analyst,1.0,7500,EGP,7500.0,7500.0,Remotley,"Cairo , elrehab",2024-02-02,Kaggle_egyptian_salaries_2024
senior tax accountant,6.0,25000,EGP,25000.0,25000.0,On Site,Cairo,2024-02-27,Kaggle_egyptian_salaries_2024
data analysis,2.0,5000,EGP,5000.0,5000.0,Remotley,Cairo,2022-12-13,Kaggle_egyptian_salaries_2024
data analyst,2.0,"10,000 k",EGP,10000000.0,10000000.0,On Site,Sharkia,2024-02-27,Kaggle_egyptian_salaries_2024
quality assurance officer in chemical industry,3.0,8700,EGP,8700.0,8700.0,On Site,Cairo,2024-02-27,Kaggle_egyptian_salaries_2024
bi developer,2.0,16000,EGP,16000.0,16000.0,Hybird,Giza,2023-09-28,Kaggle_egyptian_salaries_2024
customer service representative,7.0,7000,EGP,7000.0,7000.0,On Site,Cairo,2024-02-27,Kaggle_egyptian_salaries_2024
senior business intelligence engineer,4.0,37000,EGP,37000.0,37000.0,Hybird,United Kingdom,2023-11-01,Kaggle_egyptian_salaries_2024
internal audit,1.0,6500,EGP,6500.0,6500.0,On Site,Giza,1998-12-26,Kaggle_egyptian_salaries_2024
senior application engineer,10.0,65000 EGP,EGP,65000.0,65000.0,Hybird,Maadi - Egypt,2024-02-01,Kaggle_egyptian_salaries_2024
service desk agent,1.0,14000,EGP,14000.0,14000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
nlp engineer,1.0,16000,EGP,16000.0,16000.0,Hybird,cairo,2024-02-27,Kaggle_egyptian_salaries_2024
clinical pharmacist,3.0,8500,EGP,8500.0,8500.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
software engineer (full stack / .net),2.0,$1100,USD,1100.0,55000.0,Remotley,Canada,2023-08-15,Kaggle_egyptian_salaries_2024
graphic designer,1.0,6500,EGP,6500.0,6500.0,On Site,cairo,2023-09-01,Kaggle_egyptian_salaries_2024
sales,1.0,4000,EGP,4000.0,4000.0,On Site,Hurghada,2024-02-27,Kaggle_egyptian_salaries_2024
junior java developer,1.0,14000,EGP,14000.0,14000.0,Hybird,Cairo,2023-06-15,Kaggle_egyptian_salaries_2024
odoo implementer,1.0,15000,EGP,15000.0,15000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
business consultant,5.0,25000,EGP,25000.0,25000.0,On Site,Cairo,2024-02-10,Kaggle_egyptian_salaries_2024
flutter developer,1.0,5000,EGP,5000.0,5000.0,Hybird,Mansoura,2023-08-15,Kaggle_egyptian_salaries_2024
full stack web developer,8.0,7000,EGP,7000.0,7000.0,Remotley,Alex + Cairo,2024-02-27,Kaggle_egyptian_salaries_2024
system administrator,2.0,5000,EGP,5000.0,5000.0,Remotley,Cairo,2024-02-27,Kaggle_egyptian_salaries_2024
dba,1.5,16,EGP,16.0,16.0,On Site,,2024-02-01,Kaggle_egyptian_salaries_2024
product specialist (medical sales),2.0,12000,EGP,12000.0,12000.0,Hybird,"Cairo, Zagazig",2024-01-01,Kaggle_egyptian_salaries_2024
data scientist,3.0,1500 USD,USD,1500.0,75000.0,Remotley,"NC, USA",2024-02-27,Kaggle_egyptian_salaries_2024
frontend,2.5,35000,EGP,35000.0,35000.0,Hybird,Cairo,2021-01-02,Kaggle_egyptian_salaries_2024
graphic designer,0.0,10,EGP,10.0,10.0,On Site,Alexandria,2024-02-27,Kaggle_egyptian_salaries_2024
full stack web developer,0.5,8000,EGP,8000.0,8000.0,Hybird,Mansaura,2024-02-27,Kaggle_egyptian_salaries_2024
bi,2.0,10000,EGP,10000.0,10000.0,On Site,,2022-01-01,Kaggle_egyptian_salaries_2024
full stack developer python,1.0,8000,EGP,8000.0,8000.0,Remotley,Cairo,2024-02-27,Kaggle_egyptian_salaries_2024
sales analyst,2.0,7.5K,EGP,7500.0,7500.0,Hybird,"Cairo, Maadi",1998-11-08,Kaggle_egyptian_salaries_2024
odoo,0.58,10000,EGP,10000.0,10000.0,Hybird,,2024-03-01,Kaggle_egyptian_salaries_2024
react.js developer,0.5,8000,EGP,8000.0,8000.0,On Site,Alexandria,2024-01-28,Kaggle_egyptian_salaries_2024
fullstack intern - java & angular,0.5,12000,EGP,12000.0,12000.0,Remotley,,2024-02-25,Kaggle_egyptian_salaries_2024
data analyst,2.0,10000,EGP,10000.0,10000.0,On Site,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
senior software developer php,3.0,17000,EGP,17000.0,17000.0,On Site,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
java developer,0.0,12000,EGP,12000.0,12000.0,On Site,cairo,2024-02-28,Kaggle_egyptian_salaries_2024
ai engineer,0.0,17000,EGP,17000.0,17000.0,On Site,Cairo,2024-03-03,Kaggle_egyptian_salaries_2024
(aka) devops engineer,2.0,7000,EGP,7000.0,7000.0,On Site,Giza,2024-02-01,Kaggle_egyptian_salaries_2024
.net developer,3.0,32k,EGP,32000.0,32000.0,Hybird,Cairo,2034-03-01,Kaggle_egyptian_salaries_2024
django developer,4.0,45k,EGP,45000.0,45000.0,Hybird,Cairo,2024-02-18,Kaggle_egyptian_salaries_2024
sales coordinator,0.0,11,EGP,11.0,11.0,On Site,Cairo,2023-11-01,Kaggle_egyptian_salaries_2024
data analyst,2.0,10700 Net,EGP,10700.0,10700.0,On Site,Giza,2024-01-01,Kaggle_egyptian_salaries_2024
devops engineer,1.0,17000,EGP,17000.0,17000.0,Remotley,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
siebel crm developer,1.0,14500,EGP,14500.0,14500.0,On Site,Cairo,2024-02-29,Kaggle_egyptian_salaries_2024
wordpress developer,4.0,14000,EGP,14000.0,14000.0,Hybird,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
unity game developer,3.0,0,EGP,0.0,0.0,Remotley,,2024-02-28,Kaggle_egyptian_salaries_2024
cyber security engineer,1.0,800$,USD,800.0,40000.0,Remotley,Dubai,2024-02-28,Kaggle_egyptian_salaries_2024
flutter,1.0,400 USD,USD,400.0,20000.0,Remotley,,2024-02-28,Kaggle_egyptian_salaries_2024
python developer,1.0,20000,EGP,20000.0,20000.0,Remotley,London,2024-02-01,Kaggle_egyptian_salaries_2024
front end developer,1.0,8000,EGP,8000.0,8000.0,Remotley,Saudi,2023-10-01,Kaggle_egyptian_salaries_2024
laravel developer,2.0,8000,EGP,8000.0,8000.0,On Site,cairo,2024-02-28,Kaggle_egyptian_salaries_2024
full stack node angular,2.0,16000,EGP,16000.0,16000.0,Remotley,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
backend developer,1.0,12000,EGP,12000.0,12000.0,Remotley,,2024-03-01,Kaggle_egyptian_salaries_2024
data engineer intern,0.5,12000,EGP,12000.0,12000.0,Hybird,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
software development team leader,7.0,80000,EGP,80000.0,80000.0,Hybird,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
senior software engineer and team lead,14.0,200000,EGP,200000.0,200000.0,Hybird,Poznan,2024-02-28,Kaggle_egyptian_salaries_2024
front end developer react,2.5,6000 EGP,EGP,6000.0,6000.0,Remotley,canada,2024-02-28,Kaggle_egyptian_salaries_2024
software engineer,3.0,20000,EGP,20000.0,20000.0,Hybird,Cairo,2024-02-27,Kaggle_egyptian_salaries_2024
procuremnt (buyer),0.0,"10,000 EGP",EGP,10000.0,10000.0,On Site,Cairo,2023-09-01,Kaggle_egyptian_salaries_2024
frontend developer,3.0,$1200,USD,1200.0,60000.0,Remotley,California/Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
software support engineer,3.0,8000,EGP,8000.0,8000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
software qa,1.0,20000,EGP,20000.0,20000.0,Remotley,Giza,2024-02-01,Kaggle_egyptian_salaries_2024
embedded software engineer,2.0,40000,EGP,40000.0,40000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
senior android-flutter,7.0,40000,EGP,40000.0,40000.0,Remotley,"Egypt, dubai",2023-12-06,Kaggle_egyptian_salaries_2024
devops engineer,1.0,23900,EGP,23900.0,23900.0,Hybird,cairo,2024-02-01,Kaggle_egyptian_salaries_2024
teaching assistant,4.0,6500,EGP,6500.0,6500.0,Hybird,Giza,2024-02-29,Kaggle_egyptian_salaries_2024
manufacturing manager,7.0,50000,EGP,50000.0,50000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
senior dot net developer,4.0,30000,EGP,30000.0,30000.0,Hybird,Cairo,2024-01-21,Kaggle_egyptian_salaries_2024
android developer,4.0,20000,EGP,20000.0,20000.0,Hybird,,2024-02-29,Kaggle_egyptian_salaries_2024
.net developer,1.0,16000,EGP,16000.0,16000.0,On Site,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
front-end developer,1.0,8000,EGP,8000.0,8000.0,Remotley,Cairo,2023-10-01,Kaggle_egyptian_salaries_2024
mechanical maintenance engineer,5.0,15700,EGP,15700.0,15700.0,On Site,Sokhna,2024-02-26,Kaggle_egyptian_salaries_2024
principal dotnet developer,6.5,37500,EGP,37500.0,37500.0,On Site,Alexandria,2023-08-01,Kaggle_egyptian_salaries_2024
full stack developer,3.0,23500,EGP,23500.0,23500.0,Remotley,Cairo - California,2024-02-25,Kaggle_egyptian_salaries_2024
associate sw development consultant,0.5,16k,EGP,16000.0,16000.0,Hybird,cairo,2023-08-15,Kaggle_egyptian_salaries_2024
php developer,5.0,25000,EGP,25000.0,25000.0,Remotley,Dubai,2024-02-01,Kaggle_egyptian_salaries_2024
.net developer,1.5,27000,EGP,27000.0,27000.0,Hybird,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
frontend developer,1.5,22000,EGP,22000.0,22000.0,Hybird,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
data analyst,2.0,15000,EGP,15000.0,15000.0,Hybird,Giza,2024-01-01,Kaggle_egyptian_salaries_2024
full stack developer using .net,1.0,12000,EGP,12000.0,12000.0,Remotley,Cairo,2024-02-29,Kaggle_egyptian_salaries_2024
business intelligence developer,1.0,20000,EGP,20000.0,20000.0,Hybird,Cairo,2023-07-04,Kaggle_egyptian_salaries_2024
junior softwrae engineer,1.5,18000,EGP,18000.0,18000.0,1 remote 4 on site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
software testing,1.0,24000 net,EGP,24000.0,24000.0,Hybird,cairo,2024-02-29,Kaggle_egyptian_salaries_2024
sales account manager,1.0,5000,EGP,5000.0,5000.0,On Site,Cairo,2024-02-05,Kaggle_egyptian_salaries_2024
hr specialist,1.0,7000,EGP,7000.0,7000.0,On Site,El Alamieen,2024-03-01,Kaggle_egyptian_salaries_2024
.net developer,3.0,30000,EGP,30000.0,30000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
ui developer,4.0,20000,EGP,20000.0,20000.0,Remotley,,2024-02-15,Kaggle_egyptian_salaries_2024
internal control,0.25,10000,EGP,10000.0,10000.0,On Site,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
data  analysis and it support,18.0,20000,EGP,20000.0,20000.0,All,Cairo,2024-03-25,Kaggle_egyptian_salaries_2024
technical support team lead,9.0,1500 $,USD,1500.0,75000.0,Remotley,"Washington DC, and Cairo",2024-01-01,Kaggle_egyptian_salaries_2024
beginner,3.0,15000,EGP,15000.0,15000.0,On Site,,2024-02-01,Kaggle_egyptian_salaries_2024
quality control and automation engineer,2.0,22400,EGP,22400.0,22400.0,Hybird,Cairo,2024-03-01,Kaggle_egyptian_salaries_2024
call center agent,1.0,3645,EGP,3645.0,3645.0,On Site,Cairo,2024-03-05,Kaggle_egyptian_salaries_2024
product specialist,1.0,6000,EGP,6000.0,6000.0,Hybird,"Cairo, New Nozha",2024-03-01,Kaggle_egyptian_salaries_2024
fluuter developer,1.0,14000,EGP,14000.0,14000.0,Hybird,Cairo,2023-03-01,Kaggle_egyptian_salaries_2024
data analyst and operation executive,3.0,10,EGP,10.0,10.0,On Site,Cairo,2024-03-01,Kaggle_egyptian_salaries_2024
android developer,2.0,600 USD ,USD,600.0,30000.0,Remotley,Giza,2024-02-01,Kaggle_egyptian_salaries_2024
senior application support engineer,5.5,27000,EGP,27000.0,27000.0,Hybird,"Cairo, Smart village",2024-01-01,Kaggle_egyptian_salaries_2024
senior software developer,9.0,25000sar,EGP,25000.0,25000.0,On Site,Riyadh,2024-03-07,Kaggle_egyptian_salaries_2024
devops engineer,1.0,25000,EGP,25000.0,25000.0,Hybird,Cairo,2024-03-02,Kaggle_egyptian_salaries_2024
frontend developer | react developer,1.5,18000,EGP,18000.0,18000.0,Hybird,Cairo,2023-09-01,Kaggle_egyptian_salaries_2024
director of preventive medicine,23.0,7500,EGP,7500.0,7500.0,On Site,cairo,2024-03-02,Kaggle_egyptian_salaries_2024
mobile developer android and ios,2.0,30000,EGP,30000.0,30000.0,Hybird,Alexanderia,2024-03-03,Kaggle_egyptian_salaries_2024
junior data scientist,1.0,32000,EGP,32000.0,32000.0,Hybird,Giza,2024-02-20,Kaggle_egyptian_salaries_2024
font end developer (angular),1.0,25,EGP,25.0,25.0,Remotley,Cairo,2024-03-06,Kaggle_egyptian_salaries_2024
embedded software developer,1.0,26000,EGP,26000.0,26000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
java developer,5.0,55000,EGP,55000.0,55000.0,Hybird,Cairo,2024-03-07,Kaggle_egyptian_salaries_2024
java developer,1.0,15k,EGP,15000.0,15000.0,Hybird,Cairo,2024-03-01,Kaggle_egyptian_salaries_2024
senior flutter developer,4.0,2k USD,USD,2000.0,100000.0,Hybird,Dubai & cairo,2024-03-07,Kaggle_egyptian_salaries_2024
software developer,4.0,45K,EGP,45000.0,45000.0,Remotley,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
embedded sw engineer,0.0,10k,EGP,10000.0,10000.0,On Site,cairo,2024-03-01,Kaggle_egyptian_salaries_2024
php developer,1.0,10000,EGP,10000.0,10000.0,Remotley,Cairo,2024-03-01,Kaggle_egyptian_salaries_2024
c++ software development intern,0.0,2$ per hour ,USD,2.0,100.0,Hybird,"Cairo, Egypt",2023-12-01,Kaggle_egyptian_salaries_2024
mern develeoper,3.0,20000,EGP,20000.0,20000.0,On Site,Cairo,2024-02-05,Kaggle_egyptian_salaries_2024
senior cyber security engineer,4.0,56k AED,AED,56000.0,728000.0,Remotley,Dubai,2024-03-08,Kaggle_egyptian_salaries_2024
seniors interior design,7.0,19000,EGP,19000.0,19000.0,Remotley,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
devops engineer,1.0,29000,EGP,29000.0,29000.0,Hybird,cairo,2024-03-03,Kaggle_egyptian_salaries_2024
